"FinancialYear","HBR","HBT","Dataset","DatasetQF","DischargeCount","DischargeCountQF","PatientsCount","PatientCountQF"
"1997/98","S08000015","SB0801","Total","d","0"," ","0"," "
"1997/98","S08000015","SB0801","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","SB0801","SMR04"," ","",":","",":"
"1997/98","S08000015","S08000015","Total","d","3460"," ","2345"," "
"1997/98","S08000015","S08000015","SMR01"," ","870"," ","735"," "
"1997/98","S08000015","S08000015","SMR04"," ","2590"," ","1735"," "
"1997/98","S08000015","S08000016","Total","d","0"," ","0"," "
"1997/98","S08000015","S08000016","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","S08000016","SMR04"," ","0"," ","0"," "
"1997/98","S08000015","S08000017","Total","d","10"," ","5"," "
"1997/98","S08000015","S08000017","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","S08000017","SMR04"," ","10"," ","5"," "
"1997/98","S08000015","S08000029","Total","d","0"," ","0"," "
"1997/98","S08000015","S08000029","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","S08000029","SMR04"," ","0"," ","0"," "
"1997/98","S08000015","S08000019","Total","d","0"," ","0"," "
"1997/98","S08000015","S08000019","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","S08000019","SMR04"," ","0"," ","0"," "
"1997/98","S08000015","S08000020","Total","d","0"," ","0"," "
"1997/98","S08000015","S08000020","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","S08000020","SMR04"," ","0"," ","0"," "
"1997/98","S08000015","S08000031","Total","d","50"," ","45"," "
"1997/98","S08000015","S08000031","SMR01"," ","15"," ","15"," "
"1997/98","S08000015","S08000031","SMR04"," ","30"," ","25"," "
"1997/98","S08000015","S08000022","Total","d","0"," ","0"," "
"1997/98","S08000015","S08000022","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","S08000022","SMR04"," ","0"," ","0"," "
"1997/98","S08000015","S08000032","Total","d","0"," ","0"," "
"1997/98","S08000015","S08000032","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","S08000032","SMR04"," ","0"," ","0"," "
"1997/98","S08000015","S08000024","Total","d","5"," ","5"," "
"1997/98","S08000015","S08000024","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","S08000024","SMR04"," ","5"," ","5"," "
"1997/98","S08000015","S08000025","Total","d","0"," ","0"," "
"1997/98","S08000015","S08000025","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","S08000025","SMR04"," ","",":","",":"
"1997/98","S08000015","S08000026","Total","d","0"," ","0"," "
"1997/98","S08000015","S08000026","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","S08000026","SMR04"," ","",":","",":"
"1997/98","S08000015","S08000030","Total","d","0"," ","0"," "
"1997/98","S08000015","S08000030","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","S08000030","SMR04"," ","0"," ","0"," "
"1997/98","S08000015","S08000028","Total","d","0"," ","0"," "
"1997/98","S08000015","S08000028","SMR01"," ","0"," ","0"," "
"1997/98","S08000015","S08000028","SMR04"," ","0"," ","0"," "
"1997/98","S08000015","SB0802","Total","d","5"," ","5"," "
"1997/98","S08000015","SB0802","SMR01"," ","",":","",":"
"1997/98","S08000015","SB0802","SMR04"," ","5"," ","5"," "
"1997/98","S08000016","SB0801","Total","d","0"," ","0"," "
"1997/98","S08000016","SB0801","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","SB0801","SMR04"," ","",":","",":"
"1997/98","S08000016","S08000015","Total","d","0"," ","0"," "
"1997/98","S08000016","S08000015","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","S08000015","SMR04"," ","0"," ","0"," "
"1997/98","S08000016","S08000016","Total","d","900"," ","595"," "
"1997/98","S08000016","S08000016","SMR01"," ","220"," ","190"," "
"1997/98","S08000016","S08000016","SMR04"," ","685"," ","440"," "
"1997/98","S08000016","S08000017","Total","d","5"," ","5"," "
"1997/98","S08000016","S08000017","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","S08000017","SMR04"," ","5"," ","5"," "
"1997/98","S08000016","S08000029","Total","d","0"," ","0"," "
"1997/98","S08000016","S08000029","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","S08000029","SMR04"," ","0"," ","0"," "
"1997/98","S08000016","S08000019","Total","d","0"," ","0"," "
"1997/98","S08000016","S08000019","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","S08000019","SMR04"," ","0"," ","0"," "
"1997/98","S08000016","S08000020","Total","d","0"," ","0"," "
"1997/98","S08000016","S08000020","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","S08000020","SMR04"," ","0"," ","0"," "
"1997/98","S08000016","S08000031","Total","d","0"," ","0"," "
"1997/98","S08000016","S08000031","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","S08000031","SMR04"," ","0"," ","0"," "
"1997/98","S08000016","S08000022","Total","d","0"," ","0"," "
"1997/98","S08000016","S08000022","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","S08000022","SMR04"," ","0"," ","0"," "
"1997/98","S08000016","S08000032","Total","d","5"," ","0"," "
"1997/98","S08000016","S08000032","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","S08000032","SMR04"," ","0"," ","0"," "
"1997/98","S08000016","S08000024","Total","d","25"," ","25"," "
"1997/98","S08000016","S08000024","SMR01"," ","10"," ","10"," "
"1997/98","S08000016","S08000024","SMR04"," ","15"," ","15"," "
"1997/98","S08000016","S08000025","Total","d","0"," ","0"," "
"1997/98","S08000016","S08000025","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","S08000025","SMR04"," ","",":","",":"
"1997/98","S08000016","S08000026","Total","d","0"," ","0"," "
"1997/98","S08000016","S08000026","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","S08000026","SMR04"," ","",":","",":"
"1997/98","S08000016","S08000030","Total","d","0"," ","0"," "
"1997/98","S08000016","S08000030","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","S08000030","SMR04"," ","0"," ","0"," "
"1997/98","S08000016","S08000028","Total","d","0"," ","0"," "
"1997/98","S08000016","S08000028","SMR01"," ","0"," ","0"," "
"1997/98","S08000016","S08000028","SMR04"," ","0"," ","0"," "
"1997/98","S08000016","SB0802","Total","d","0"," ","0"," "
"1997/98","S08000016","SB0802","SMR01"," ","",":","",":"
"1997/98","S08000016","SB0802","SMR04"," ","0"," ","0"," "
"1997/98","S08000017","SB0801","Total","d","0"," ","0"," "
"1997/98","S08000017","SB0801","SMR01"," ","0"," ","0"," "
"1997/98","S08000017","SB0801","SMR04"," ","",":","",":"
"1997/98","S08000017","S08000015","Total","d","15"," ","15"," "
"1997/98","S08000017","S08000015","SMR01"," ","5"," ","5"," "
"1997/98","S08000017","S08000015","SMR04"," ","5"," ","5"," "
"1997/98","S08000017","S08000016","Total","d","0"," ","0"," "
"1997/98","S08000017","S08000016","SMR01"," ","0"," ","0"," "
"1997/98","S08000017","S08000016","SMR04"," ","0"," ","0"," "
"1997/98","S08000017","S08000017","Total","d","1050"," ","755"," "
"1997/98","S08000017","S08000017","SMR01"," ","240"," ","200"," "
"1997/98","S08000017","S08000017","SMR04"," ","810"," ","585"," "
"1997/98","S08000017","S08000029","Total","d","0"," ","0"," "
"1997/98","S08000017","S08000029","SMR01"," ","0"," ","0"," "
"1997/98","S08000017","S08000029","SMR04"," ","0"," ","0"," "
"1997/98","S08000017","S08000019","Total","d","0"," ","0"," "
"1997/98","S08000017","S08000019","SMR01"," ","0"," ","0"," "
"1997/98","S08000017","S08000019","SMR04"," ","0"," ","0"," "
"1997/98","S08000017","S08000020","Total","d","0"," ","0"," "
"1997/98","S08000017","S08000020","SMR01"," ","0"," ","0"," "
"1997/98","S08000017","S08000020","SMR04"," ","0"," ","0"," "
"1997/98","S08000017","S08000031","Total","d","5"," ","5"," "
"1997/98","S08000017","S08000031","SMR01"," ","5"," ","5"," "
"1997/98","S08000017","S08000031","SMR04"," ","0"," ","0"," "
"1997/98","S08000017","S08000022","Total","d","0"," ","0"," "
"1997/98","S08000017","S08000022","SMR01"," ","0"," ","0"," "
"1997/98","S08000017","S08000022","SMR04"," ","0"," ","0"," "
"1997/98","S08000017","S08000032","Total","d","0"," ","0"," "
"1997/98","S08000017","S08000032","SMR01"," ","0"," ","0"," "
"1997/98","S08000017","S08000032","SMR04"," ","0"," ","0"," "
"1997/98","S08000017","S08000024","Total","d","5"," ","5"," "
"1997/98","S08000017","S08000024","SMR01"," ","0"," ","0"," "
"1997/98","S08000017","S08000024","SMR04"," ","5"," ","5"," "
"1997/98","S08000017","S08000025","Total","d","0"," ","0"," "
"1997/98","S08000017","S08000025","SMR01"," ","0"," ","0"," "
"1997/98","S08000017","S08000025","SMR04"," ","",":","",":"
"1997/98","S08000017","S08000026","Total","d","0"," ","0"," "
"1997/98","S08000017","S08000026","SMR01"," ","0"," ","0"," "
"1997/98","S08000017","S08000026","SMR04"," ","",":","",":"
"1997/98","S08000017","S08000030","Total","d","5"," ","5"," "
"1997/98","S08000017","S08000030","SMR01"," ","0"," ","0"," "
"1997/98","S08000017","S08000030","SMR04"," ","5"," ","5"," "
"1997/98","S08000017","S08000028","Total","d","0"," ","0"," "
"1997/98","S08000017","S08000028","SMR01"," ","0"," ","0"," "
"1997/98","S08000017","S08000028","SMR04"," ","0"," ","0"," "
"1997/98","S08000017","SB0802","Total","d","0"," ","0"," "
"1997/98","S08000017","SB0802","SMR01"," ","",":","",":"
"1997/98","S08000017","SB0802","SMR04"," ","0"," ","0"," "
"1997/98","S08000029","SB0801","Total","d","0"," ","0"," "
"1997/98","S08000029","SB0801","SMR01"," ","0"," ","0"," "
"1997/98","S08000029","SB0801","SMR04"," ","",":","",":"
"1997/98","S08000029","S08000015","Total","d","0"," ","0"," "
"1997/98","S08000029","S08000015","SMR01"," ","0"," ","0"," "
"1997/98","S08000029","S08000015","SMR04"," ","0"," ","0"," "
"1997/98","S08000029","S08000016","Total","d","0"," ","0"," "
"1997/98","S08000029","S08000016","SMR01"," ","0"," ","0"," "
"1997/98","S08000029","S08000016","SMR04"," ","0"," ","0"," "
"1997/98","S08000029","S08000017","Total","d","0"," ","0"," "
"1997/98","S08000029","S08000017","SMR01"," ","0"," ","0"," "
"1997/98","S08000029","S08000017","SMR04"," ","0"," ","0"," "
"1997/98","S08000029","S08000029","Total","d","2130"," ","1415"," "
"1997/98","S08000029","S08000029","SMR01"," ","285"," ","235"," "
"1997/98","S08000029","S08000029","SMR04"," ","1850"," ","1215"," "
"1997/98","S08000029","S08000019","Total","d","10"," ","5"," "
"1997/98","S08000029","S08000019","SMR01"," ","5"," ","5"," "
"1997/98","S08000029","S08000019","SMR04"," ","5"," ","5"," "
"1997/98","S08000029","S08000020","Total","d","5"," ","5"," "
"1997/98","S08000029","S08000020","SMR01"," ","0"," ","0"," "
"1997/98","S08000029","S08000020","SMR04"," ","0"," ","0"," "
"1997/98","S08000029","S08000031","Total","d","0"," ","0"," "
"1997/98","S08000029","S08000031","SMR01"," ","0"," ","0"," "
"1997/98","S08000029","S08000031","SMR04"," ","0"," ","0"," "
"1997/98","S08000029","S08000022","Total","d","0"," ","0"," "
"1997/98","S08000029","S08000022","SMR01"," ","0"," ","0"," "
"1997/98","S08000029","S08000022","SMR04"," ","0"," ","0"," "
"1997/98","S08000029","S08000032","Total","d","0"," ","0"," "
"1997/98","S08000029","S08000032","SMR01"," ","0"," ","0"," "
"1997/98","S08000029","S08000032","SMR04"," ","0"," ","0"," "
"1997/98","S08000029","S08000024","Total","d","20"," ","15"," "
"1997/98","S08000029","S08000024","SMR01"," ","15"," ","10"," "
"1997/98","S08000029","S08000024","SMR04"," ","5"," ","5"," "
"1997/98","S08000029","S08000025","Total","d","0"," ","0"," "
"1997/98","S08000029","S08000025","SMR01"," ","0"," ","0"," "
"1997/98","S08000029","S08000025","SMR04"," ","",":","",":"
"1997/98","S08000029","S08000026","Total","d","0"," ","0"," "
"1997/98","S08000029","S08000026","SMR01"," ","0"," ","0"," "
"1997/98","S08000029","S08000026","SMR04"," ","",":","",":"
"1997/98","S08000029","S08000030","Total","d","65"," ","55"," "
"1997/98","S08000029","S08000030","SMR01"," ","40"," ","35"," "
"1997/98","S08000029","S08000030","SMR04"," ","25"," ","20"," "
"1997/98","S08000029","S08000028","Total","d","0"," ","0"," "
"1997/98","S08000029","S08000028","SMR01"," ","0"," ","0"," "
"1997/98","S08000029","S08000028","SMR04"," ","0"," ","0"," "
"1997/98","S08000029","SB0802","Total","d","5"," ","5"," "
"1997/98","S08000029","SB0802","SMR01"," ","",":","",":"
"1997/98","S08000029","SB0802","SMR04"," ","5"," ","5"," "
"1997/98","S08000019","SB0801","Total","d","0"," ","0"," "
"1997/98","S08000019","SB0801","SMR01"," ","0"," ","0"," "
"1997/98","S08000019","SB0801","SMR04"," ","",":","",":"
"1997/98","S08000019","S08000015","Total","d","0"," ","0"," "
"1997/98","S08000019","S08000015","SMR01"," ","0"," ","0"," "
"1997/98","S08000019","S08000015","SMR04"," ","0"," ","0"," "
"1997/98","S08000019","S08000016","Total","d","0"," ","0"," "
"1997/98","S08000019","S08000016","SMR01"," ","0"," ","0"," "
"1997/98","S08000019","S08000016","SMR04"," ","0"," ","0"," "
"1997/98","S08000019","S08000017","Total","d","0"," ","0"," "
"1997/98","S08000019","S08000017","SMR01"," ","0"," ","0"," "
"1997/98","S08000019","S08000017","SMR04"," ","0"," ","0"," "
"1997/98","S08000019","S08000029","Total","d","0"," ","0"," "
"1997/98","S08000019","S08000029","SMR01"," ","0"," ","0"," "
"1997/98","S08000019","S08000029","SMR04"," ","0"," ","0"," "
"1997/98","S08000019","S08000019","Total","d","1845"," ","1180"," "
"1997/98","S08000019","S08000019","SMR01"," ","275"," ","220"," "
"1997/98","S08000019","S08000019","SMR04"," ","1570"," ","1000"," "
"1997/98","S08000019","S08000020","Total","d","0"," ","0"," "
"1997/98","S08000019","S08000020","SMR01"," ","0"," ","0"," "
"1997/98","S08000019","S08000020","SMR04"," ","0"," ","0"," "
"1997/98","S08000019","S08000031","Total","d","20"," ","15"," "
"1997/98","S08000019","S08000031","SMR01"," ","5"," ","5"," "
"1997/98","S08000019","S08000031","SMR04"," ","10"," ","10"," "
"1997/98","S08000019","S08000022","Total","d","10"," ","5"," "
"1997/98","S08000019","S08000022","SMR01"," ","5"," ","5"," "
"1997/98","S08000019","S08000022","SMR04"," ","5"," ","0"," "
"1997/98","S08000019","S08000032","Total","d","0"," ","0"," "
"1997/98","S08000019","S08000032","SMR01"," ","0"," ","0"," "
"1997/98","S08000019","S08000032","SMR04"," ","0"," ","0"," "
"1997/98","S08000019","S08000024","Total","d","20"," ","15"," "
"1997/98","S08000019","S08000024","SMR01"," ","5"," ","5"," "
"1997/98","S08000019","S08000024","SMR04"," ","10"," ","10"," "
"1997/98","S08000019","S08000025","Total","d","0"," ","0"," "
"1997/98","S08000019","S08000025","SMR01"," ","0"," ","0"," "
"1997/98","S08000019","S08000025","SMR04"," ","",":","",":"
"1997/98","S08000019","S08000026","Total","d","0"," ","0"," "
"1997/98","S08000019","S08000026","SMR01"," ","0"," ","0"," "
"1997/98","S08000019","S08000026","SMR04"," ","",":","",":"
"1997/98","S08000019","S08000030","Total","d","5"," ","5"," "
"1997/98","S08000019","S08000030","SMR01"," ","5"," ","5"," "
"1997/98","S08000019","S08000030","SMR04"," ","5"," ","5"," "
"1997/98","S08000019","S08000028","Total","d","0"," ","0"," "
"1997/98","S08000019","S08000028","SMR01"," ","0"," ","0"," "
"1997/98","S08000019","S08000028","SMR04"," ","0"," ","0"," "
"1997/98","S08000019","SB0802","Total","d","5"," ","5"," "
"1997/98","S08000019","SB0802","SMR01"," ","",":","",":"
"1997/98","S08000019","SB0802","SMR04"," ","5"," ","5"," "
"1997/98","S08000020","SB0801","Total","d","0"," ","0"," "
"1997/98","S08000020","SB0801","SMR01"," ","0"," ","0"," "
"1997/98","S08000020","SB0801","SMR04"," ","",":","",":"
"1997/98","S08000020","S08000015","Total","d","0"," ","0"," "
"1997/98","S08000020","S08000015","SMR01"," ","0"," ","0"," "
"1997/98","S08000020","S08000015","SMR04"," ","0"," ","0"," "
"1997/98","S08000020","S08000016","Total","d","0"," ","0"," "
"1997/98","S08000020","S08000016","SMR01"," ","0"," ","0"," "
"1997/98","S08000020","S08000016","SMR04"," ","0"," ","0"," "
"1997/98","S08000020","S08000017","Total","d","0"," ","0"," "
"1997/98","S08000020","S08000017","SMR01"," ","0"," ","0"," "
"1997/98","S08000020","S08000017","SMR04"," ","0"," ","0"," "
"1997/98","S08000020","S08000029","Total","d","0"," ","0"," "
"1997/98","S08000020","S08000029","SMR01"," ","0"," ","0"," "
"1997/98","S08000020","S08000029","SMR04"," ","0"," ","0"," "
"1997/98","S08000020","S08000019","Total","d","0"," ","0"," "
"1997/98","S08000020","S08000019","SMR01"," ","0"," ","0"," "
"1997/98","S08000020","S08000019","SMR04"," ","0"," ","0"," "
"1997/98","S08000020","S08000020","Total","d","3215"," ","2305"," "
"1997/98","S08000020","S08000020","SMR01"," ","935"," ","760"," "
"1997/98","S08000020","S08000020","SMR04"," ","2280"," ","1615"," "
"1997/98","S08000020","S08000031","Total","d","5"," ","5"," "
"1997/98","S08000020","S08000031","SMR01"," ","5"," ","5"," "
"1997/98","S08000020","S08000031","SMR04"," ","0"," ","0"," "
"1997/98","S08000020","S08000022","Total","d","20"," ","15"," "
"1997/98","S08000020","S08000022","SMR01"," ","10"," ","10"," "
"1997/98","S08000020","S08000022","SMR04"," ","10"," ","10"," "
"1997/98","S08000020","S08000032","Total","d","0"," ","0"," "
"1997/98","S08000020","S08000032","SMR01"," ","0"," ","0"," "
"1997/98","S08000020","S08000032","SMR04"," ","0"," ","0"," "
"1997/98","S08000020","S08000024","Total","d","5"," ","5"," "
"1997/98","S08000020","S08000024","SMR01"," ","0"," ","0"," "
"1997/98","S08000020","S08000024","SMR04"," ","5"," ","5"," "
"1997/98","S08000020","S08000025","Total","d","0"," ","0"," "
"1997/98","S08000020","S08000025","SMR01"," ","0"," ","0"," "
"1997/98","S08000020","S08000025","SMR04"," ","",":","",":"
"1997/98","S08000020","S08000026","Total","d","5"," ","5"," "
"1997/98","S08000020","S08000026","SMR01"," ","5"," ","5"," "
"1997/98","S08000020","S08000026","SMR04"," ","",":","",":"
"1997/98","S08000020","S08000030","Total","d","75"," ","60"," "
"1997/98","S08000020","S08000030","SMR01"," ","10"," ","10"," "
"1997/98","S08000020","S08000030","SMR04"," ","65"," ","55"," "
"1997/98","S08000020","S08000028","Total","d","0"," ","0"," "
"1997/98","S08000020","S08000028","SMR01"," ","0"," ","0"," "
"1997/98","S08000020","S08000028","SMR04"," ","0"," ","0"," "
"1997/98","S08000020","SB0802","Total","d","5"," ","5"," "
"1997/98","S08000020","SB0802","SMR01"," ","",":","",":"
"1997/98","S08000020","SB0802","SMR04"," ","5"," ","5"," "
"1997/98","S08000031","SB0801","Total","d","0"," ","0"," "
"1997/98","S08000031","SB0801","SMR01"," ","0"," ","0"," "
"1997/98","S08000031","SB0801","SMR04"," ","",":","",":"
"1997/98","S08000031","S08000015","Total","d","20"," ","20"," "
"1997/98","S08000031","S08000015","SMR01"," ","5"," ","5"," "
"1997/98","S08000031","S08000015","SMR04"," ","15"," ","15"," "
"1997/98","S08000031","S08000016","Total","d","0"," ","0"," "
"1997/98","S08000031","S08000016","SMR01"," ","0"," ","0"," "
"1997/98","S08000031","S08000016","SMR04"," ","0"," ","0"," "
"1997/98","S08000031","S08000017","Total","d","5"," ","5"," "
"1997/98","S08000031","S08000017","SMR01"," ","0"," ","0"," "
"1997/98","S08000031","S08000017","SMR04"," ","5"," ","5"," "
"1997/98","S08000031","S08000029","Total","d","0"," ","0"," "
"1997/98","S08000031","S08000029","SMR01"," ","0"," ","0"," "
"1997/98","S08000031","S08000029","SMR04"," ","0"," ","0"," "
"1997/98","S08000031","S08000019","Total","d","5"," ","5"," "
"1997/98","S08000031","S08000019","SMR01"," ","0"," ","0"," "
"1997/98","S08000031","S08000019","SMR04"," ","5"," ","5"," "
"1997/98","S08000031","S08000020","Total","d","5"," ","5"," "
"1997/98","S08000031","S08000020","SMR01"," ","0"," ","0"," "
"1997/98","S08000031","S08000020","SMR04"," ","5"," ","5"," "
"1997/98","S08000031","S08000031","Total","d","10445"," ","7210"," "
"1997/98","S08000031","S08000031","SMR01"," ","2455"," ","2020"," "
"1997/98","S08000031","S08000031","SMR04"," ","7990"," ","5415"," "
"1997/98","S08000031","S08000022","Total","d","220"," ","165"," "
"1997/98","S08000031","S08000022","SMR01"," ","5"," ","5"," "
"1997/98","S08000031","S08000022","SMR04"," ","215"," ","160"," "
"1997/98","S08000031","S08000032","Total","d","35"," ","35"," "
"1997/98","S08000031","S08000032","SMR01"," ","10"," ","10"," "
"1997/98","S08000031","S08000032","SMR04"," ","25"," ","25"," "
"1997/98","S08000031","S08000024","Total","d","15"," ","10"," "
"1997/98","S08000031","S08000024","SMR01"," ","0"," ","0"," "
"1997/98","S08000031","S08000024","SMR04"," ","10"," ","10"," "
"1997/98","S08000031","S08000025","Total","d","0"," ","0"," "
"1997/98","S08000031","S08000025","SMR01"," ","0"," ","0"," "
"1997/98","S08000031","S08000025","SMR04"," ","",":","",":"
"1997/98","S08000031","S08000026","Total","d","0"," ","0"," "
"1997/98","S08000031","S08000026","SMR01"," ","0"," ","0"," "
"1997/98","S08000031","S08000026","SMR04"," ","",":","",":"
"1997/98","S08000031","S08000030","Total","d","5"," ","5"," "
"1997/98","S08000031","S08000030","SMR01"," ","0"," ","0"," "
"1997/98","S08000031","S08000030","SMR04"," ","5"," ","5"," "
"1997/98","S08000031","S08000028","Total","d","0"," ","0"," "
"1997/98","S08000031","S08000028","SMR01"," ","0"," ","0"," "
"1997/98","S08000031","S08000028","SMR04"," ","0"," ","0"," "
"1997/98","S08000031","SB0802","Total","d","15"," ","15"," "
"1997/98","S08000031","SB0802","SMR01"," ","",":","",":"
"1997/98","S08000031","SB0802","SMR04"," ","15"," ","15"," "
"1997/98","S08000022","SB0801","Total","d","0"," ","0"," "
"1997/98","S08000022","SB0801","SMR01"," ","0"," ","0"," "
"1997/98","S08000022","SB0801","SMR04"," ","",":","",":"
"1997/98","S08000022","S08000015","Total","d","0"," ","0"," "
"1997/98","S08000022","S08000015","SMR01"," ","0"," ","0"," "
"1997/98","S08000022","S08000015","SMR04"," ","0"," ","0"," "
"1997/98","S08000022","S08000016","Total","d","0"," ","0"," "
"1997/98","S08000022","S08000016","SMR01"," ","0"," ","0"," "
"1997/98","S08000022","S08000016","SMR04"," ","0"," ","0"," "
"1997/98","S08000022","S08000017","Total","d","5"," ","0"," "
"1997/98","S08000022","S08000017","SMR01"," ","0"," ","0"," "
"1997/98","S08000022","S08000017","SMR04"," ","5"," ","0"," "
"1997/98","S08000022","S08000029","Total","d","0"," ","0"," "
"1997/98","S08000022","S08000029","SMR01"," ","0"," ","0"," "
"1997/98","S08000022","S08000029","SMR04"," ","0"," ","0"," "
"1997/98","S08000022","S08000019","Total","d","5"," ","5"," "
"1997/98","S08000022","S08000019","SMR01"," ","0"," ","0"," "
"1997/98","S08000022","S08000019","SMR04"," ","0"," ","0"," "
"1997/98","S08000022","S08000020","Total","d","20"," ","15"," "
"1997/98","S08000022","S08000020","SMR01"," ","10"," ","10"," "
"1997/98","S08000022","S08000020","SMR04"," ","10"," ","10"," "
"1997/98","S08000022","S08000031","Total","d","125"," ","105"," "
"1997/98","S08000022","S08000031","SMR01"," ","30"," ","30"," "
"1997/98","S08000022","S08000031","SMR04"," ","95"," ","80"," "
"1997/98","S08000022","S08000022","Total","d","2675"," ","1785"," "
"1997/98","S08000022","S08000022","SMR01"," ","945"," ","715"," "
"1997/98","S08000022","S08000022","SMR04"," ","1730"," ","1205"," "
"1997/98","S08000022","S08000032","Total","d","0"," ","0"," "
"1997/98","S08000022","S08000032","SMR01"," ","0"," ","0"," "
"1997/98","S08000022","S08000032","SMR04"," ","0"," ","0"," "
"1997/98","S08000022","S08000024","Total","d","5"," ","5"," "
"1997/98","S08000022","S08000024","SMR01"," ","0"," ","0"," "
"1997/98","S08000022","S08000024","SMR04"," ","5"," ","5"," "
"1997/98","S08000022","S08000025","Total","d","0"," ","0"," "
"1997/98","S08000022","S08000025","SMR01"," ","0"," ","0"," "
"1997/98","S08000022","S08000025","SMR04"," ","",":","",":"
"1997/98","S08000022","S08000026","Total","d","0"," ","0"," "
"1997/98","S08000022","S08000026","SMR01"," ","0"," ","0"," "
"1997/98","S08000022","S08000026","SMR04"," ","",":","",":"
"1997/98","S08000022","S08000030","Total","d","5"," ","5"," "
"1997/98","S08000022","S08000030","SMR01"," ","5"," ","0"," "
"1997/98","S08000022","S08000030","SMR04"," ","0"," ","0"," "
"1997/98","S08000022","S08000028","Total","d","0"," ","0"," "
"1997/98","S08000022","S08000028","SMR01"," ","0"," ","0"," "
"1997/98","S08000022","S08000028","SMR04"," ","0"," ","0"," "
"1997/98","S08000022","SB0802","Total","d","0"," ","0"," "
"1997/98","S08000022","SB0802","SMR01"," ","",":","",":"
"1997/98","S08000022","SB0802","SMR04"," ","0"," ","0"," "
"1997/98","S08000032","SB0801","Total","d","0"," ","0"," "
"1997/98","S08000032","SB0801","SMR01"," ","0"," ","0"," "
"1997/98","S08000032","SB0801","SMR04"," ","",":","",":"
"1997/98","S08000032","S08000015","Total","d","5"," ","5"," "
"1997/98","S08000032","S08000015","SMR01"," ","5"," ","5"," "
"1997/98","S08000032","S08000015","SMR04"," ","0"," ","0"," "
"1997/98","S08000032","S08000016","Total","d","0"," ","0"," "
"1997/98","S08000032","S08000016","SMR01"," ","0"," ","0"," "
"1997/98","S08000032","S08000016","SMR04"," ","0"," ","0"," "
"1997/98","S08000032","S08000017","Total","d","5"," ","5"," "
"1997/98","S08000032","S08000017","SMR01"," ","5"," ","5"," "
"1997/98","S08000032","S08000017","SMR04"," ","5"," ","5"," "
"1997/98","S08000032","S08000029","Total","d","10"," ","5"," "
"1997/98","S08000032","S08000029","SMR01"," ","0"," ","0"," "
"1997/98","S08000032","S08000029","SMR04"," ","10"," ","5"," "
"1997/98","S08000032","S08000019","Total","d","5"," ","5"," "
"1997/98","S08000032","S08000019","SMR01"," ","5"," ","5"," "
"1997/98","S08000032","S08000019","SMR04"," ","5"," ","5"," "
"1997/98","S08000032","S08000020","Total","d","5"," ","5"," "
"1997/98","S08000032","S08000020","SMR01"," ","0"," ","0"," "
"1997/98","S08000032","S08000020","SMR04"," ","5"," ","5"," "
"1997/98","S08000032","S08000031","Total","d","490"," ","385"," "
"1997/98","S08000032","S08000031","SMR01"," ","120"," ","105"," "
"1997/98","S08000032","S08000031","SMR04"," ","370"," ","290"," "
"1997/98","S08000032","S08000022","Total","d","5"," ","5"," "
"1997/98","S08000032","S08000022","SMR01"," ","5"," ","5"," "
"1997/98","S08000032","S08000022","SMR04"," ","0"," ","0"," "
"1997/98","S08000032","S08000032","Total","d","3080"," ","2170"," "
"1997/98","S08000032","S08000032","SMR01"," ","640"," ","560"," "
"1997/98","S08000032","S08000032","SMR04"," ","2435"," ","1685"," "
"1997/98","S08000032","S08000024","Total","d","35"," ","30"," "
"1997/98","S08000032","S08000024","SMR01"," ","10"," ","5"," "
"1997/98","S08000032","S08000024","SMR04"," ","25"," ","20"," "
"1997/98","S08000032","S08000025","Total","d","0"," ","0"," "
"1997/98","S08000032","S08000025","SMR01"," ","0"," ","0"," "
"1997/98","S08000032","S08000025","SMR04"," ","",":","",":"
"1997/98","S08000032","S08000026","Total","d","0"," ","0"," "
"1997/98","S08000032","S08000026","SMR01"," ","0"," ","0"," "
"1997/98","S08000032","S08000026","SMR04"," ","",":","",":"
"1997/98","S08000032","S08000030","Total","d","5"," ","0"," "
